"","Municipality","Ann_cases","Year","State","MunDetailed","GAUL_CODE","Pop","Total_incid","year","GAUL_A2"
"13","SABINAS",76,1996,"COA","SABINAS /-/ COA",5028,60847,0.00124903446349039,1996,5028
"14","COLIMA",38,1996,"COL","COLIMA /-/ COL",6002,146904,0.000258672330229265,1996,6002
"15","MANZANILLO",34,1996,"COL","MANZANILLO /-/ COL",6007,161420,0.000210630652955024,1996,6007
"18","TLAPA",16,1996,"GRO","TLAPA /-/ GRO",12063,9967,0.00160529748168958,1996,12063
"19","ARTEAGA",5,1996,"MIC","ARTEAGA /-/ MIC",16010,21790,0.000229463056447912,1996,16010
"20","CADEREYTA",29,1996,"NLE","CADEREYTA /-/ NLE",19009,86445,0.000335473422407311,1996,19009
"24","OJITLAN",11,1996,"OAX","OJITLAN /-/ OAX",20232,21514,0.000511294970716743,1996,20232
"33","MADERO",67,1996,"TAM","MADERO /-/ TAM",28020,2579,0.025979061651803,1996,28020
"37","TAMPICO",239,1996,"TAM","TAMPICO /-/ TAM",28038,297554,0.000803215550790781,1996,28038
"40","COATZACOALCOS",68,1996,"VER","COATZACOALCOS /-/ VER",30039,305260,0.000222760925113018,1996,30039
"42","ISLA",11,1996,"VER","ISLA /-/ VER",30077,42205,0.000260632626466059,1996,30077
"44","MOLOACAN",5,1996,"VER","MOLOACAN /-/ VER",30111,16120,0.000310173697270471,1996,30111
"46","OZULUAMA",5,1996,"VER","OZULUAMA /-/ VER",30121,23276,0.000214813541845678,1996,30121
"51","TRES VALLES",14,1996,"VER","TRES VALLES /-/ VER",30207,45095,0.000310455704623572,1996,30207
"53","VERACRUZ",200,1996,"VER","VERACRUZ /-/ VER",30193,552156,0.000362216475054151,1996,30193
"55","MOTUL",8,1996,"YUC","MOTUL /-/ YUC",31052,33978,0.000235446465359939,1996,31052
"58","ESCARCEGA",15,1997,"CAM","ESCARCEGA /-/ CAM",4009,54184,0.000276834489886313,1997,4009
"65","MECAPALAPA",6,1997,"PUE","MECAPALAPA /-/ PUE",21111,18435,0.00032546786004882,1997,21111
"77","HUNUCMA",8,1997,"YUC","HUNUCMA /-/ YUC",31038,30731,0.000260323451888972,1997,31038
"92","ARRIAGA",26.6,2000,"CHP","ARRIAGA /-/ CHP",7009,40042,0.000664302482393487,2000,7009
"93","BOCHIL",26.6,2000,"CHP","BOCHIL /-/ CHP",7013,30642,0.000868089550290451,2000,7013
"94","CHIAPA DE CORZO",133,2000,"CHP","CHIAPA DE CORZO /-/ CHP",7027,87603,0.00151821284659201,2000,7027
"96","HUIXTLA",26.6,2000,"CHP","HUIXTLA /-/ CHP",7040,51359,0.000517922856753441,2000,7040
"97","SUCHIAPA",79.8,2000,"CHP","SUCHIAPA /-/ CHP",7086,21045,0.00379187455452602,2000,7086
"98","TECPATAN",79.8,2000,"CHP","TECPATAN /-/ CHP",7092,41045,0.00194420757704958,2000,7092
"99","TONALA",26.6,2000,"CHP","TONALA /-/ CHP",7097,84594,0.000314443104711918,2000,7097
"100","TUXTLA GUTIERREZ",532,2000,"CHP","TUXTLA GUTIERREZ /-/ CHP",7101,553374,0.000961375127852049,2000,7101
"101","VILLA CORZO",26.6,2000,"CHP","VILLA CORZO /-/ CHP",7107,74477,0.000357157243175746,2000,7107
"102","VILLAFLORES",106.4,2000,"CHP","VILLAFLORES /-/ CHP",7108,98618,0.00107891054371413,2000,7108
"104","SALINAS VICTORIA",26.6,2000,"NLE","SALINAS VICTORIA /-/ NLE",19045,32660,0.000814451928965095,2000,19045
"106","SALINA CRUZ",133,2000,"OAX","SALINA CRUZ /-/ OAX",20079,82371,0.00161464593121366,2000,20079
"107","SAN PEDRO HUILOTEPEC",26.6,2000,"OAX","SAN PEDRO HUILOTEPEC /-/ OAX",20308,2839,0.00936949630151462,2000,20308
"108","TEHUANTEPEC",26.6,2000,"OAX","TEHUANTEPEC /-/ OAX",20515,61872,0.000429919834497026,2000,20515
"115","AGUA DULCE",26.6,2000,"VER","AGUA DULCE /-/ VER",30204,46010,0.000578135188002608,2000,30204
"117","CATEMACO",26.6,2000,"VER","CATEMACO /-/ VER",30032,48593,0.000547403947070566,2000,30032
"119","SAN ANDRES TUXTLA",106.4,2000,"VER","SAN ANDRES TUXTLA /-/ VER",30141,157364,0.000676139396558298,2000,30141
"120","ACACOYAGUA",15.9,2001,"CHP","ACACOYAGUA /-/ CHP",7001,16814,0.000945640537647199,2001,7001
"121","ACAPETAHUA",31.8,2001,"CHP","ACAPETAHUA /-/ CHP",7003,27580,0.0011530094271211,2001,7003
"122","BERRIOZABAL",15.9,2001,"CHP","BERRIOZABAL /-/ CHP",7012,43179,0.000368234558465921,2001,7012
"123","CACAHOATAN",63.6,2001,"CHP","CACAHOATAN /-/ CHP",7015,43811,0.00145169021478624,2001,7015
"125","CHICOMUSELO",47.7,2001,"CHP","CHICOMUSELO /-/ CHP",7030,31515,0.00151356496906235,2001,7030
"127","ESCUINTLA",31.8,2001,"CHP","ESCUINTLA /-/ CHP",7032,30068,0.00105760276706133,2001,7032
"128","FRONTERA COMALAPA",63.6,2001,"CHP","FRONTERA COMALAPA /-/ CHP",7034,67012,0.000949083746194711,2001,7034
"129","FRONTERA HIDALGO",15.9,2001,"CHP","FRONTERA HIDALGO /-/ CHP",7035,12665,0.00125542834583498,2001,7035
"130","HUEHUETAN",15.9,2001,"CHP","HUEHUETAN /-/ CHP",7037,33444,0.000475421600287047,2001,7037
"132","MAPASTEPEC",31.8,2001,"CHP","MAPASTEPEC /-/ CHP",7051,43913,0.000724159132830825,2001,7051
"133","METAPA",15.9,2001,"CHP","METAPA /-/ CHP",7055,5033,0.00315914961255712,2001,7055
"134","MOTOZINTLA",15.9,2001,"CHP","MOTOZINTLA /-/ CHP",7057,69119,0.000230038050319015,2001,7057
"135","PALENQUE",79.5,2001,"CHP","PALENQUE /-/ CHP",7065,110918,0.00071674570403361,2001,7065
"136","PICHUCALCO",15.9,2001,"CHP","PICHUCALCO /-/ CHP",7068,29813,0.000533324388689498,2001,7068
"137","PIJIJIAPAN",47.7,2001,"CHP","PIJIJIAPAN /-/ CHP",7069,50079,0.000952495057808662,2001,7069
"138","REFORMA",31.8,2001,"CHP","REFORMA /-/ CHP",7074,40711,0.000781115668983813,2001,7074
"140","SIMOJOVEL",31.8,2001,"CHP","SIMOJOVEL /-/ CHP",7081,40297,0.00078914063081619,2001,7081
"142","TAPACHULA",302.1,2001,"CHP","TAPACHULA /-/ CHP",7089,320451,0.000942733834501999,2001,7089
"144","TUXTLA CHICO",63.6,2001,"CHP","TUXTLA CHICO /-/ CHP",7102,37737,0.0016853485968678,2001,7102
"146","TZIMOL",15.9,2001,"CHP","TZIMOL /-/ CHP",7104,14009,0.00113498465272325,2001,7104
"147","VENUSTIANO CARRANZA",15.9,2001,"CHP","VENUSTIANO CARRANZA /-/ CHP",7106,61341,0.000259206729593583,2001,7106
"148","VILLA COMALTITLAN",15.9,2001,"CHP","VILLA COMALTITLAN /-/ CHP",7071,27899,0.000569912900103946,2001,7071
"151","ACAPULCO",795,2001,"GRO","ACAPULCO /-/ GRO",12001,789971,0.00100636605647549,2001,12001
"152","ATOYAC DE ALVAREZ",15.9,2001,"GRO","ATOYAC DE ALVAREZ /-/ GRO",12011,61316,0.000259312414377976,2001,12011
"153","BENITO JUAREZ",95.4,2001,"GRO","BENITO JUAREZ /-/ GRO",12014,15019,0.00635195419135761,2001,12014
"155","COYUCA DE CATALAN",15.9,2001,"GRO","COYUCA DE CATALAN /-/ GRO",12022,42069,0.000377950509876631,2001,12022
"156","JOSE AZUETA",318,2001,"GRO","JOSE AZUETA /-/ GRO",30169,23999,0.0132505521063378,2001,30169
"157","PETATLAN",15.9,2001,"GRO","PETATLAN /-/ GRO",12048,44979,0.000353498299206296,2001,12048
"158","SAN MARCOS",15.9,2001,"GRO","SAN MARCOS /-/ GRO",12053,48501,0.000327828292200161,2001,12053
"159","TECPAN DE GALEANA",31.8,2001,"GRO","TECPAN DE GALEANA /-/ GRO",12057,62071,0.000512316540735609,2001,12057
"160","TLAPEHUALA",15.9,2001,"GRO","TLAPEHUALA /-/ GRO",12067,21819,0.000728722672899766,2001,12067
"163","JUCHITAN DE ZARAGOZA",111.3,2001,"OAX","JUCHITAN DE ZARAGOZA /-/ OAX",20043,93038,0.00119628538876588,2001,20043
"165","SAN PEDRO POCHUTLA",47.7,2001,"OAX","SAN PEDRO POCHUTLA /-/ OAX",20324,43860,0.0010875512995896,2001,20324
"166","SANTIAGO ASTARA",15.9,2001,"OAX","SANTIAGO ASTARA /-/ OAX",20453,3915,0.00406130268199234,2001,20453
"167","SJB TUXTEPEC",190.8,2001,"OAX","SJB TUXTEPEC /-/ OAX",20184,155766,0.0012249142945187,2001,20184
"168","STA. MARIA HUATULCO",47.7,2001,"OAX","STA. MARIA HUATULCO /-/ OAX",20413,38629,0.00123482357814078,2001,20413
"169","STO. DOM. INGENIO",15.9,2001,"OAX","STO. DOM. INGENIO /-/ OAX",20505,7554,0.00210484511517077,2001,20505
"170","UNION HIDALGO",79.5,2001,"OAX","UNION HIDALGO /-/ OAX",20557,13970,0.0056907659269864,2001,20557
"171","VALLE NACIONAL",15.9,2001,"OAX","VALLE NACIONAL /-/ OAX",20559,22446,0.000708366746859129,2001,20559
"173","CHETUMAL",95.4,2001,"ROO","CHETUMAL /-/ ROO",23004,244553,0.000390099487636627,2001,23004
"178","TENOSIQUE",15.9,2001,"TAB","TENOSIQUE /-/ TAB",27017,58960,0.000269674355495251,2001,27017
"182","JALTIPAN",47.7,2001,"VER","JALTIPAN /-/ VER",30089,39673,0.00120232903990119,2001,30089
"184","NANCHITAL",31.8,2001,"VER","NANCHITAL /-/ VER",30206,27094,0.00117369159223444,2001,30206
"185","OTEAPAN",15.9,2001,"VER","OTEAPAN /-/ VER",30120,14965,0.00106247911794186,2001,30120
"188","CHAPAB",15.9,2001,"YUC","CHAPAB /-/ YUC",31018,3035,0.00523887973640857,2001,31018
"189","IXIL",31.8,2001,"YUC","IXIL /-/ YUC",31039,3803,0.00836181961609256,2001,31039
"190","KOPOMA",15.9,2001,"YUC","KOPOMA /-/ YUC",31045,2449,0.0064924458962842,2001,31045
"192","MUNA",15.9,2001,"YUC","MUNA /-/ YUC",31053,12336,0.00128891050583658,2001,31053
"193","PETO",15.9,2001,"YUC","PETO /-/ YUC",31058,24159,0.000658139823668198,2001,31058
"194","SANTA ELENA",15.9,2001,"YUC","SANTA ELENA /-/ YUC",31066,3833,0.00414818679885207,2001,31066
"195","TEABO",15.9,2001,"YUC","TEABO /-/ YUC",31075,6205,0.0025624496373892,2001,31075
"196","TEKAX",63.6,2001,"YUC","TEKAX /-/ YUC",31079,40547,0.00156855007768762,2001,31079
"197","TICUL",254.4,2001,"YUC","TICUL /-/ YUC",31089,37685,0.00675069656361948,2001,31089
"198","TIMEXHUAC",15.9,2001,"YUC","TIMEXHUAC /-/ YUC",31094,4746,0.00335018963337547,2001,31094
"199","TIZIMIN",31.8,2001,"YUC","TIZIMIN /-/ YUC",31096,73138,0.000434794498072138,2001,31096
"203","AMATAN",7.13,2002,"CHP","AMATAN /-/ CHP",7005,21275,0.000335135135135135,2002,7005
"209","CONCORDIA, LA",28.52,2002,"CHP","CONCORDIA, LA /-/ CHP",7020,44082,0.000646976090014065,2002,7020
"219","SUCHIATE",14.26,2002,"CHP","SUCHIATE /-/ CHP",7087,35056,0.000406777727065267,2002,7087
"221","TAPILULA",21.39,2002,"CHP","TAPILULA /-/ CHP",7091,12170,0.00175760065735415,2002,7091
"227","TUZANTAN",7.13,2002,"CHP","TUZANTAN /-/ CHP",7103,28137,0.000253402992500977,2002,7103
"228","UNION JUAREZ",7.13,2002,"CHP","UNION JUAREZ /-/ CHP",7105,14089,0.000506068564128043,2002,7105
"231","VILLA DE ACALA",7.13,2002,"CHP","VILLA DE ACALA /-/ CHP",7002,28947,0.000246312225791965,2002,7002
"233","YAJALON",42.78,2002,"CHP","YAJALON /-/ CHP",7109,34028,0.0012571999529799,2002,7109
"236","ARMERIA",121.21,2002,"COL","ARMERIA /-/ COL",6001,28695,0.00422408085032236,2002,6001
"238","COMALA",42.78,2002,"COL","COMALA /-/ COL",6003,20888,0.00204806587514362,2002,6003
"239","COQUIMATLAN",171.12,2002,"COL","COQUIMATLAN /-/ COL",6004,19385,0.00882744389992262,2002,6004
"240","CUAUHTEMOC",42.78,2002,"COL","CUAUHTEMOC /-/ COL",6005,27107,0.00157819013538938,2002,6005
"241","IXTLAHUACAN",21.39,2002,"COL","IXTLAHUACAN /-/ COL",6006,5300,0.00403584905660377,2002,6006
"243","TECOMAN",392.15,2002,"COL","TECOMAN /-/ COL",6009,112726,0.00347878927665312,2002,6009
"244","VILLA DE ALVAREZ",663.09,2002,"COL","VILLA DE ALVAREZ /-/ COL",6010,119956,0.00552777685151222,2002,6010
"246","APANGO",7.13,2002,"GRO","APANGO /-/ GRO",12042,17702,0.000402779346966444,2002,12042
"248","AYUTLA",14.26,2002,"GRO","AYUTLA /-/ GRO",12012,62690,0.000227468495772851,2002,12012
"249","AZOYU",14.26,2002,"GRO","AZOYU /-/ GRO",12013,14429,0.000988287476609606,2002,12013
"251","COYUCA BENITES",42.78,2002,"GRO","COYUCA BENITES /-/ GRO",12021,73460,0.000582357745711952,2002,12021
"252","FLORENCIO VILLARREAL",14.26,2002,"GRO","FLORENCIO VILLARREAL /-/ GRO",12030,20175,0.000706815365551425,2002,12030
"253","IGUALA",42.78,2002,"GRO","IGUALA /-/ GRO",12036,10815,0.00395561719833565,2002,12036
"255","JUCHITAN",7.13,2002,"GRO","JUCHITAN /-/ GRO",12080,7166,0.000994976276862964,2002,12080
"256","LA UNION",7.13,2002,"GRO","LA UNION /-/ GRO",12068,25712,0.00027730242688239,2002,12068
"257","MARQUELIA",7.13,2002,"GRO","MARQUELIA /-/ GRO",12077,12912,0.000552199504337051,2002,12077
"258","MOCHITLAN",7.13,2002,"GRO","MOCHITLAN /-/ GRO",12044,11376,0.000626758087201125,2002,12044
"259","OMETEPEC",35.65,2002,"GRO","OMETEPEC /-/ GRO",12046,61306,0.000581509150817212,2002,12046
"265","TEPECOACUILCO",7.13,2002,"GRO","TEPECOACUILCO /-/ GRO",12059,30470,0.000234000656383328,2002,12059
"266","TIERRA COLORADA",7.13,2002,"GRO","TIERRA COLORADA /-/ GRO",12039,24364,0.000292644885897225,2002,12039
"267","XOCHISTLAHUACA",7.13,2002,"GRO","XOCHISTLAHUACA /-/ GRO",12071,28089,0.00025383602121827,2002,12071
"270","AUTLAN DE NAVARRO",35.65,2002,"JAL","AUTLAN DE NAVARRO /-/ JAL",14015,57559,0.000619364478187599,2002,14015
"271","EL GRULLO",71.3,2002,"JAL","EL GRULLO /-/ JAL",14037,23845,0.00299014468442021,2002,14037
"272","LA HUERTA",14.26,2002,"JAL","LA HUERTA /-/ JAL",14043,23428,0.000608673382277616,2002,14043
"273","PUERTO VALLARTA",349.37,2002,"JAL","PUERTO VALLARTA /-/ JAL",14067,255681,0.00136642926146253,2002,14067
"275","APATZINGAN",28.52,2002,"MIC","APATZINGAN /-/ MIC",16006,123649,0.000230652896505431,2002,16006
"276","COAHUAYANA DE HIDALG",7.13,2002,"MIC","COAHUAYANA DE HIDALG /-/ MIC",16014,14136,0.000504385964912281,2002,16014
"277","LOMBARDIA",7.13,2002,"MIC","LOMBARDIA /-/ MIC",16033,21294,0.000334836104066873,2002,16033
"280","MUGICA",35.65,2002,"MIC","MUGICA /-/ MIC",16055,44963,0.000792874140960345,2002,16055
"281","PARACUARO",7.13,2002,"MIC","PARACUARO /-/ MIC",16064,25343,0.000281340014994278,2002,16064
"282","TEPALCATEPEC",7.13,2002,"MIC","TEPALCATEPEC /-/ MIC",16089,22987,0.00031017531648323,2002,16089
"283","AYALA",21.39,2002,"MOR","AYALA /-/ MOR",17004,78866,0.000271219536936069,2002,17004
"284","ACAPONETA",135.47,2002,"NAY","ACAPONETA /-/ NAY",18001,36572,0.00370419993437603,2002,18001
"285","COMPOSTELA",35.65,2002,"NAY","COMPOSTELA /-/ NAY",18004,70399,0.000506399238625549,2002,18004
"286","ROSAMORADA",14.26,2002,"NAY","ROSAMORADA /-/ NAY",18010,34393,0.000414619253917948,2002,18010
"287","SAN BLAS",85.56,2002,"NAY","SAN BLAS /-/ NAY",18012,43120,0.00198423005565863,2002,18012
"288","SANTIAGO",42.78,2002,"NAY","SANTIAGO /-/ NAY",18015,93074,0.000459634269505984,2002,18015
"289","TECUALA",135.47,2002,"NAY","TECUALA /-/ NAY",18016,39756,0.00340753596941342,2002,18016
"290","TEPIC",163.99,2002,"NAY","TEPIC /-/ NAY",18017,380249,0.000431270036213113,2002,18017
"291","TUXPAN",92.69,2002,"NAY","TUXPAN /-/ NAY",18018,30030,0.00308658008658009,2002,18018
"295","CIUDAD IXTEPEC",14.26,2002,"OAX","CIUDAD IXTEPEC /-/ OAX",20014,26450,0.000539130434782609,2002,20014
"296","COLOTEPEC",7.13,2002,"OAX","COLOTEPEC /-/ OAX",20022,866,0.00823325635103926,2002,20022
"297","EL PORVENIR",7.13,2002,"OAX","EL PORVENIR /-/ OAX",20190,22356,0.000318930041152263,2002,20190
"298","JALAPA DE DIAZ",7.13,2002,"OAX","JALAPA DE DIAZ /-/ OAX",20134,26838,0.000265668082569491,2002,20134
"299","JAMILTEPEC",28.52,2002,"OAX","JAMILTEPEC /-/ OAX",20467,18383,0.00155143338954469,2002,20467
"301","MAGDALENA TEQ.",7.13,2002,"OAX","MAGDALENA TEQ. /-/ OAX",20051,4368,0.00163232600732601,2002,20051
"303","MIXTEPEC",28.52,2002,"OAX","MIXTEPEC /-/ OAX",20208,7611,0.00374720798843779,2002,20208
"304","PINOTEPA NACIONAL",78.43,2002,"OAX","PINOTEPA NACIONAL /-/ OAX",20482,50309,0.0015589655926375,2002,20482
"306","PUERTO ESCONDIDO",21.39,2002,"OAX","PUERTO ESCONDIDO /-/ OAX",20318,42860,0.000499066728884741,2002,20318
"308","SAN PEDRO AMUSGOS",7.13,2002,"OAX","SAN PEDRO AMUSGOS /-/ OAX",20300,6468,0.00110235003092146,2002,20300
"309","SAN PEDRO JICAYAN",14.26,2002,"OAX","SAN PEDRO JICAYAN /-/ OAX",20312,11555,0.00123409779316313,2002,20312
"310","SAN PEDRO MIXTEPEC",149.73,2002,"OAX","SAN PEDRO MIXTEPEC /-/ OAX",20123,2705,0.0553530499075786,2002,20123
"311","SAN PEDRO TUTUTEPEC",21.39,2002,"OAX","SAN PEDRO TUTUTEPEC /-/ OAX",20334,43913,0.000487099492177715,2002,20334
"312","SANTA MARIA IPALAPA",7.13,2002,"OAX","SANTA MARIA IPALAPA /-/ OAX",20415,4888,0.00145867430441899,2002,20415
"313","SANTIAGO JICAYAN",7.13,2002,"OAX","SANTIAGO JICAYAN /-/ OAX",20495,2884,0.00247226074895978,2002,20495
"315","STA MA HUAJOLOTITLAN",7.13,2002,"OAX","STA MA HUAJOLOTITLAN /-/ OAX",20462,4350,0.00163908045977011,2002,20462
"316","STA. MA. ATZOMPA",7.13,2002,"OAX","STA. MA. ATZOMPA /-/ OAX",20399,27465,0.000259603131257965,2002,20399
"317","STA. MARIA COLOTEPEC",7.13,2002,"OAX","STA. MARIA COLOTEPEC /-/ OAX",20401,22562,0.000316018083503236,2002,20401
"318","STO. DOMINGO PETAPA",14.26,2002,"OAX","STO. DOMINGO PETAPA /-/ OAX",20513,8394,0.00169883249940434,2002,20513
"320","TEQUISISTLAN",7.13,2002,"OAX","TEQUISISTLAN /-/ OAX",20052,6182,0.0011533484309285,2002,20052
"321","TONAMECA",14.26,2002,"OAX","TONAMECA /-/ OAX",20439,24318,0.000586396907640431,2002,20439
"322","TUTUTEPEC",42.78,2002,"OAX","TUTUTEPEC /-/ OAX",20040,5995,0.00713594662218515,2002,20040
"323","ALTEPEXI",7.13,2002,"PUE","ALTEPEXI /-/ PUE",21013,18920,0.000376849894291755,2002,21013
"328","BADIRAGUATO",14.26,2002,"SIN","BADIRAGUATO /-/ SIN",25003,29999,0.000475349178305944,2002,25003
"329","CHOIX",21.39,2002,"SIN","CHOIX /-/ SIN",25007,32998,0.000648221104309352,2002,25007
"330","CONCORDIA",14.26,2002,"SIN","CONCORDIA /-/ SIN",25004,28493,0.000500473800582599,2002,25004
"331","CRUZ DE ELOTA",14.26,2002,"SIN","CRUZ DE ELOTA /-/ SIN",25008,42907,0.00033234670333512,2002,25008
"332","CULIACAN",256.68,2002,"SIN","CULIACAN /-/ SIN",25006,858638,0.000298938551519965,2002,25006
"337","NAVOLATO",28.52,2002,"SIN","NAVOLATO /-/ SIN",25018,135603,0.000210319830682212,2002,25018
"338","BACUM",14.26,2002,"SON","BACUM /-/ SON",26012,22821,0.00062486306472109,2002,26012
"341","HERMOSILLO",591.79,2002,"SON","HERMOSILLO /-/ SON",26030,784342,0.000754505050092944,2002,26030
"342","URES",7.13,2002,"SON","URES /-/ SON",26066,9185,0.000776265650517147,2002,26066
"349","AMATLAN DE LOS REYES",14.26,2002,"VER","AMATLAN DE LOS REYES /-/ VER",30014,42268,0.000337371060849815,2002,30014
"350","BOCA DEL RIO",57.04,2002,"VER","BOCA DEL RIO /-/ VER",30028,138058,0.000413159686508569,2002,30028
"351","CARDEL",7.13,2002,"VER","CARDEL /-/ VER",30016,25500,0.000279607843137255,2002,30016
"357","HIDALGOTITLAN",7.13,2002,"VER","HIDALGOTITLAN /-/ VER",30070,18277,0.000390107785741642,2002,30070
"358","IXHUATLAN",7.13,2002,"VER","IXHUATLAN /-/ VER",30081,21150,0.000337115839243499,2002,30081
"364","PASO DE OVEJAS",7.13,2002,"VER","PASO DE OVEJAS /-/ VER",30126,32576,0.00021887278978389,2002,30126
"370","ABALA",7.13,2002,"YUC","ABALA /-/ YUC",31001,6356,0.00112177470106986,2002,31001
"371","AKIL",14.26,2002,"YUC","AKIL /-/ YUC",31003,10362,0.00137618220420768,2002,31003
"372","CALOTMUL",7.13,2002,"YUC","CALOTMUL /-/ YUC",31008,4095,0.00174114774114774,2002,31008
"373","CUNCUNUL",7.13,2002,"YUC","CUNCUNUL /-/ YUC",31014,1595,0.00447021943573668,2002,31014
"374","DZONCAHUICH",7.13,2002,"YUC","DZONCAHUICH /-/ YUC",31031,2772,0.00257215007215007,2002,31031
"375","HALACHO",28.52,2002,"YUC","HALACHO /-/ YUC",31033,19072,0.00149538590604027,2002,31033
"377","IZAMAL",64.17,2002,"YUC","IZAMAL /-/ YUC",31040,25980,0.00246997690531178,2002,31040
"378","MANI",21.39,2002,"YUC","MANI /-/ YUC",31047,5250,0.00407428571428571,2002,31047
"379","MAXCANU",7.13,2002,"YUC","MAXCANU /-/ YUC",31048,21704,0.000328510873571692,2002,31048
"380","MERIDA",663.09,2002,"YUC","MERIDA /-/ YUC",31050,830732,0.00079819966005884,2002,31050
"381","MINATITLAN",7.13,2002,"YUC","MINATITLAN /-/ YUC",6008,8174,0.000872277954489846,2002,6008
"383","OPICHEN",14.26,2002,"YUC","OPICHEN /-/ YUC",31055,6285,0.00226889419252188,2002,31055
"384","OXCUTZCAB",28.52,2002,"YUC","OXCUTZCAB /-/ YUC",31056,29325,0.000972549019607843,2002,31056
"385","PANABA",21.39,2002,"YUC","PANABA /-/ YUC",31057,7461,0.00286690792119019,2002,31057
"387","RIO LAGARTOS",7.13,2002,"YUC","RIO LAGARTOS /-/ YUC",31061,3438,0.0020738801628854,2002,31061
"388","SOTUTA",7.13,2002,"YUC","SOTUTA /-/ YUC",31069,8449,0.000843886850514854,2002,31069
"389","SUCILA",7.13,2002,"YUC","SUCILA /-/ YUC",31070,3930,0.00181424936386768,2002,31070
"391","TAHDZIU",35.65,2002,"YUC","TAHDZIU /-/ YUC",31073,4447,0.00801664043175174,2002,31073
"393","TEMOZON",7.13,2002,"YUC","TEMOZON /-/ YUC",31085,14801,0.000481724207823796,2002,31085
"394","TEZUCACAB",14.26,2002,"YUC","TEZUCACAB /-/ YUC",31098,14011,0.00101777175076725,2002,31098
"395","TINUM",7.13,2002,"YUC","TINUM /-/ YUC",31091,11421,0.000624288591191664,2002,31091
"396","TIXBACAB",7.13,2002,"YUC","TIXBACAB /-/ YUC",31004,5701,0.00125065777933696,2002,31004
"397","TIXPEHUAL",7.13,2002,"YUC","TIXPEHUAL /-/ YUC",31095,5388,0.00132331106161841,2002,31095
"399","UCU",7.13,2002,"YUC","UCU /-/ YUC",31100,3469,0.00205534736235226,2002,31100
"400","UMAN",35.65,2002,"YUC","UMAN /-/ YUC",31101,50993,0.000699115564881454,2002,31101
"401","VALLADOLID",49.91,2002,"YUC","VALLADOLID /-/ YUC",31102,74217,0.000672487435493216,2002,31102
"402","YAXCABA",7.13,2002,"YUC","YAXCABA /-/ YUC",31104,14802,0.000481691663288745,2002,31104
"403","COMONDU",43.34,2003,"BCS","COMONDU /-/ BCS",3001,70816,0.000612008585630366,2003,3001
"404","LA PAZ",831.34,2003,"BCS","LA PAZ /-/ BCS",3003,251871,0.00330065787645263,2003,3003
"405","LORETO",23.64,2003,"BCS","LORETO /-/ BCS",3009,16738,0.00141235512008603,2003,3009
"407","MULEGE",31.52,2003,"BCS","MULEGE /-/ BCS",3002,59114,0.000533207023716886,2003,3002
"409","B. DE LAS AMERICAS",7.88,2003,"CHP","B. DE LAS AMERICAS /-/ CHP",7114,17282,0.000455965744705474,2003,7114
"421","APAXTLA",3.94,2003,"GRO","APAXTLA /-/ GRO",12006,12389,0.000318024053595932,2003,12006
"424","BUENAVISTA DE CUELLA",3.94,2003,"GRO","BUENAVISTA DE CUELLA /-/ GRO",12015,12688,0.000310529634300126,2003,12015
"426","COCULA",3.94,2003,"GRO","COCULA /-/ GRO",12017,14707,0.000267899639627388,2003,12017
"427","COPALILLO",3.94,2003,"GRO","COPALILLO /-/ GRO",12019,14456,0.000272551189817377,2003,12019
"428","EDUARDO NERI",19.7,2003,"GRO","EDUARDO NERI /-/ GRO",12075,46158,0.000426794921790372,2003,12075
"434","TOMATLAN",7.88,2003,"JAL","TOMATLAN /-/ JAL",14100,35050,0.000224821683309558,2003,14100
"438","SAN LUCAS",3.94,2003,"MIC","SAN LUCAS /-/ MIC",16077,18461,0.000213422891501002,2003,16077
"451","SAN BLAS ATEMPA",3.94,2003,"OAX","SAN BLAS ATEMPA /-/ OAX",20124,17094,0.00023049023049023,2003,20124
"452","SAN JOSE CHILTEPEC",11.82,2003,"OAX","SAN JOSE CHILTEPEC /-/ OAX",20166,11019,0.00107269262183501,2003,20166
"453","SAN JUAN CORTAZAR",3.94,2003,"OAX","SAN JUAN CORTAZAR /-/ OAX",20223,452,0.00871681415929204,2003,20223
"460","AHOME",216.7,2003,"SIN","AHOME /-/ SIN",25001,416299,0.000520539323899409,2003,25001
"461","ANGOSTURA",39.4,2003,"SIN","ANGOSTURA /-/ SIN",25002,44993,0.000875691774275998,2003,25002
"464","EL FUERTE",19.7,2003,"SIN","EL FUERTE /-/ SIN",25010,97536,0.000201976706036745,2003,25010
"465","EL ROSARIO",11.82,2003,"SIN","EL ROSARIO /-/ SIN",25014,49380,0.000239368165249089,2003,25014
"468","GUASAVE",94.56,2003,"SIN","GUASAVE /-/ SIN",25011,285912,0.000330731134055234,2003,25011
"469","MAZATLAN",181.24,2003,"SIN","MAZATLAN /-/ SIN",25012,438434,0.000413380349151754,2003,25012
"471","SINALOA",19.7,2003,"SIN","SINALOA /-/ SIN",25017,88282,0.000223148546702612,2003,25017
"473","CARBO",7.88,2003,"SON","CARBO /-/ SON",26020,5347,0.00147372358331775,2003,26020
"474","EMPALME",51.22,2003,"SON","EMPALME /-/ SON",26025,54131,0.000946223051486209,2003,26025
"475","GUAYMAS",260.04,2003,"SON","GUAYMAS /-/ SON",26029,149299,0.00174173973033979,2003,26029
